,titles,category
0,상품명                여자레이스금장버튼반팔블라우스 여자의류 여성의류 블라우스 반팔블라우스 버튼,Fashion
1,상품명       피앤비 로라 브이넥 라운드 티셔츠 블라우스 셔츠 여자민소매 여자블라우스 스트라이프셔츠,Fashion
2,상품명         대 귀여운 여친룩 레이스카라 블라우스 여대생코디 러블리코디   대코디 여친룩 데이트룩   대봄블,Fashion
3,상품명       여자 심플 직장인 학생 데일리 브이넥 반팔 블라우스 깔끔한반팔티 심플한여자반팔티 베이직반팔티,Fashion
4,상품명       데일리  컬러 여성 셔츠 블라우스 여성셔츠 롱셔츠 남방 블라우스 짝꿍닷컴,Fashion
5,상품명       여자 데일리 편한 스트라이프 패턴 나뭇잎 자수 셔츠 여자남방 여자셔츠 여성데님셔츠 블라우스 여자,Fashion
6,상품명       데일리 여성 가오리핏 베이직한 패턴 캐주얼 셔츠 여성상의 여자상의 여자블라우스 여성블라우스 블,Fashion
7,상품명       깔끔한 디자인 큐빅 단추 여성스러운 무지 블라우스 블라우스 여성블라우스 여자블라우스 흰색블라우,Fashion
8,상품명       오버핏 루즈핏 셔츠 이너시스루 이쁜 편안한 블라우스 오버핏 루즈핏 셔츠 이너시스루 이쁜,Fashion
9,상품명       레이스 편안한 오버핏 구김없는 가을 겨울 블라우스 레이스 편안한 오버핏 구김없는 가을,Fashion
10,상품명       여성 골덴 긴팔 셔츠 레드 기본 카라 가벼운 아우터 코듀로이셔츠 여성가을셔츠 여성가을남방 간절기,Fashion
11,상품명       코듀로이 긴팔 롱남방 여성 가을 겨울 간절기 셔츠 여자남방 여자셔츠 캐주얼셔츠 캐쥬얼셔츠 골덴남,Fashion
12,상품명       코듀로이 포켓 긴팔 남방 여성 가을 겨울 간절기 셔츠 여자남방 여자셔츠 캐주얼셔츠 캐쥬얼셔츠 골,Fashion
13,상품명       여성 넥니트 결혼식하객룩 여성복 기본티 가성비티 여성 넥니트 결혼식하객룩 여성복 기본티 가성비,Fashion
14,상품명       여리여리 직장인 오피스 러블리 꾸안꾸 여성 블라우스 여자블라우스 여자코디 여자긴팔 오피스룩 직,Fashion
15,상품명       피앤비 레아 블라우스 브이넥 라운드 티셔츠 셔츠 여자민소매 여자블라우스 스트라이프셔츠,Fashion
16,상품명       엘케이트 여성 셔츠        여자 코듀로이 골덴 남방 브라운 그레이 색 여성의류 여자의류,Fashion
17,상품명       베이직 루즈핏 코듀로이 여성 셔츠 남방 여성셔츠 롱셔츠 남방 블라우스 짝꿍닷컴,Fashion
18,상품명  넥블라우스 반팔        심플 쉬폰블라우스 댄디한,Fashion
19,상품명 여성용 후드 체크 무늬 블라우스 빈티지 의류 긴팔 티셔츠 예쁘고 봄 가을 패션,Fashion
20,상품명        여성 셔츠 프렌치 빈티지 블라우스 화이트 봄 버튼 업 뾰족한 칼라 긴 퍼프 슬리브 진주 솔리드 탑,Fashion
21,상품명           차이나넥 루즈핏 블라우스  색상,Fashion
22,상품명           꼬임포인트 블라우스  색상,Fashion
23,상품명           캐릭터자수 밑단끈 셔츠  색상,Fashion
24,상품명           언발 체크 카라셔츠  색상,Fashion
25,상품명 로미홀리 소매 퍼프 체크 셔츠    ,Fashion
26,상품명 로미홀리 소매 퍼프 체크 셔츠    ,Fashion
27,상품명           볼륨소매 브이넥 셔츠블라우스  색상,Fashion
28,상품명 긴팔 블라우스 셔츠 남방 여자 여성 봄 가을 카라 브이넥 기본 베이직 데일리 오피스 하객,Fashion
29,상품명             레이스 스티치 카라 셔츠,Fashion
30,상품명           브이넥 스트라입 셔츠  색상,Fashion
31,상품명 시크릿송 브이넥 펀칭블라우스          ,Fashion
32,상품명 로미홀리 럭셔리 블링 쉬폰 민소매 나시,Fashion
33,상품명           플라워 프린트 새틴블라우스,Fashion
34,상품명           소매셔링 스트라입 블라우스 색상,Fashion
35,시드마켓 상품명 린넨 버튼 트임 남방          빅사이즈 여성의류,Fashion
36,시드마켓 상품명 오픈 카라 롤업 남방          빅사이즈 여성,Fashion
37,시드마켓 상품명 줄지 레이어드 카라티          빅사이즈 여성,Fashion
38,시드마켓 상품명 주얼 체크 롱 남방          빅사이즈 여성의류,Fashion
39,시드마켓 상품명 발리스트라이프롱셔츠         빅사이즈 여성의류,Fashion
40,시드마켓 상품명 오버핏체크카라셔츠         빅사이즈 여성의류,Fashion
41,로로스키니 상품명 로로비 여성 스트라이프 롱셔츠 여자 오버핏       ,Fashion
