,titles,category
0,상품명   착한 가격   레이스 꽃무늬 여성 블라우스      ,Fashion
1,상품명 여성집업가디건 여성티셔츠 여자면티 여자블라우스,Fashion
2,상품명 쉬폰 스트라이프 블라우스 줄무늬 고급 패턴 하객룩,Fashion
3,상품명 시원한 여리여리 베이직 데일리 단정 여성 블라우스,Fashion
4,상품명 쉬폰 스트라이프 블라우스 줄무늬 고급 패턴 하객룩,Fashion
5,상품명 카라 없는 브이넥 셔츠 여성복 블라우스 정장 하객,Fashion
6,상품명 쉬폰 셔츠블라우스 겨울 블라우스 여자옷코디 루즈,Fashion
7,상품명 셔츠블라우스 쉬폰 블라우스 셔츠 여자남방 봄,Fashion
8,상품명             컬러 블라우스,Fashion
9,상품명 블라우스 롱재킷 가디건 원피스 하객룩 여자옷 패션,Fashion
10,상품명 레이스 자수 여성 화이트 긴팔 블라우스 캐주얼 예,Fashion
11,상품명 여성스러운 쉬폰 소매 스퀘어넥 니트 데일리 블라우,Fashion
12,상품명 여성 블라우스 셔츠 원피스 쉬폰 롱 남방 여자,Fashion
13,상품명 셔츠블라우스 줄무늬 스트라이프 화이트 출근룩,Fashion
14,상품명 여자 스퀘어넥 니트 블라우스 면접 데이트 하객룩,Fashion
15,상품명 시스루 쉬폰 셔츠 블라우스 하객룩 여행 바캉스룩,Fashion
16,상품명 시원한 여름 패션 태양 보호 얇은 블라우스 여성 셔,Fashion
17,상품명 코듀로이셔츠 여성셔츠 골덴블라우스 골지남방,Fashion
18,상품명 여성체크남방  컬러    여자 슬림핏 블라우스 셔츠,Fashion
19,상품명 하로우미스 블라우스 티셔츠 스커트 팬츠 원피스      ,Fashion
20,상품명 하로우미스  칼라 바람막이 티셔츠 롱스커트 원피스 블라우스 빅사이즈      ,Fashion
21,상품명  즉시할인가       원  세미 스퀘어넥 셔링 블라우스       ,Fashion
22,상품명 하로우미스 롱스커트 원피스 블라우스 빅사이즈      ,Fashion
23,상품명 샤롯블라우스,Fashion
24,       상품명 갤러리아              러플 하이넥 퍼프소매 코튼 블라우스          ,Fashion
25,상품명         여성티셔츠   블라우스   긴팔티   맨투맨   맨투맨티   ,Fashion
26,백화점 상품 상품명    콜렉트  대구신세계 씨씨콜렉트 노카라 부클레 자켓             ,Fashion
27,상품명 에스닉패턴 브이넥 프릴 레이스 블라우스 바캉스룩,Fashion
28,상품명 여자 봄 민소매 레이어드 쉬폰 끈 나시 정장 블라우,Fashion
29,마르조 상품명  오늘 하루만 로질리리프 레이온 블라우스,Fashion
30,상품명 브이넥 자수 그레이스 블라우스 골드 화이트   대,Fashion
31,홈쇼핑 상품 상품명 엘렌느 퀸 벨벳 기모 레이스 스모킹 티블라우스  종,Fashion
32,상품명 여성 캐주얼 베이직 가디건 데일리 롱후드 셔츠,Fashion
33,상품명        컬러 코듀로이셔츠          코듀로이셔츠 골덴셔츠 골덴남방 가을남방 겨울셔츠,Fashion
34,상품명  블랙        까지            여자 카라반팔블라우스 블라우스 여성블라우스 여자블라우스 반팔블라우스 ,Fashion
35,아이미마인 상품명 아이미마인   이중 케이프 프릴 스모크 언발블라우스,Fashion
36,마르조 상품명  주문     로질리에디션 블라우스,Fashion
37,마르조 상품명  주문     오아로블라우스,Fashion
38,상품명 에밀리 쉬폰 블라우스     화이트  블라우스 긴팔블라우스 브이넥블라우스 쉬폰블라우스 패션블라우스 여성,Fashion
39,상품명 엘케이트 여성 셔츠 카라넥 크롭 블라우스        ,Fashion
40,상품명  역마진특가  빅사이즈 트렌디나염여성블라우스,Fashion
41,상품명 셀릿 엠보 반팔 블라우스,Fashion
42,홈쇼핑 상품 오아로 상품명 오아로 시어서커 원피스  종,Fashion
